x_coor,y_coor,price,bedrooms,bathrooms,sqft_lot,grade,sqft_living15,sqft_lot15
-122.229,47.5421,14.1006895001979,5,3,10796,9,3290,12955
-122.032,47.5326,13.1606220895214,4,2,17859,6,1390,9688
-122.354,47.6861,13.3847276418718,3,1,5992,7,1240,3001
-122.329,47.3251,12.5425448821514,4,2.25,8075,8,2100,7464
-122.138,47.6219,13.1519221796459,4,1.75,7980,8,2080,8400
-122.203,47.7159,12.8992198260901,3,2.25,2692,7,1470,2418
-122.021,47.6297,13.3879532033813,3,2.5,5017,9,2670,6066
-122.305,47.3054,12.3673407931263,6,3,7956,7,2214,7684
-122.279,47.5575,13.4602631660167,4,1.5,10080,8,1830,5040
-122.115,47.6993,13.3692234553359,4,2.5,9594,9,2850,9421
-122.043,47.6866,13.0298093957937,3,2.5,4584,7,1600,3164
-121.898,47.6442,13.1318185361751,3,2.5,21937,8,2450,21937
-122.06,47.6104,13.0877719326347,3,3,15540,9,2440,15283
-122.49,47.4781,13.1806322855283,3,0.75,20412,6,1162,54705
-122.341,47.4814,12.4292161968444,2,1,8786,6,1480,8121
-122.347,47.3155,12.3456171729681,5,2.75,5885,7,1960,6514
-122.022,47.6067,13.693053616608,4,3.5,9414,9,3950,8880
-122.143,47.6681,13.1499785444373,3,1.5,9964,7,1610,9964
-122.006,47.4672,13.1843987683238,3,2.25,35015,8,2340,36680
-122.162,47.4981,12.9551274580284,4,2.5,5539,8,2380,5539
-122.38,47.5649,12.9480099902596,2,1,4025,6,1410,5750
-122.201,47.737,13.1635053207355,3,1.75,18250,8,2180,10027
-122.169,47.6988,13.2655975454902,4,2.25,7490,8,2360,7490
-122.132,47.603,12.9598444479066,3,1,8040,7,1250,7000
-122.235,47.7719,13.1123130415508,4,2.5,4862,8,2900,4895
-122.351,47.3026,12.7367008965923,3,2.5,8577,9,2570,8066
-122.298,47.596,13.122263372404,3,3.5,1991,8,1550,1460
-122.386,47.5917,14.0143614167094,4,3,4750,9,2420,4761
-122.204,47.5259,13.4870064909922,4,2.75,7634,8,2460,7634
-122.174,47.4216,12.4252081754468,3,1.5,8247,7,1440,8400
-122.178,47.3527,12.2362865729362,3,1,11070,7,1650,7630
-122.19,47.444,12.6115377536383,5,2.75,9276,7,1240,8270
-122.241,47.506,13.3244875614945,6,3,14040,8,2170,6765
-122.363,47.7291,13.9108207377686,5,2.5,27311,10,3160,22641
-122.376,47.2964,12.3458345879053,4,2,9100,7,1160,7700
-122.372,47.6378,13.6529916284665,3,1,4600,8,1910,4000
-122.256,47.3396,12.7798730684576,4,2.5,7000,7,2140,7684
-122.159,47.5148,12.9990651610598,4,2.5,7253,9,2570,8359
-122.126,47.3786,12.896716695872,4,3,5000,8,3060,5668
-122.222,47.2593,12.7938593104323,4,2.5,7115,9,2600,7916
-122.133,47.4425,12.8739020181058,3,1.75,7725,8,2020,7210
-122.197,47.7752,12.9312028719432,5,2.5,8711,8,2340,8869
-122.276,47.5294,12.1547793511426,2,1,9500,6,1020,5617
-121.782,47.4849,12.9782620334301,3,2.5,9226,8,2430,8902
-122.072,47.6482,13.3393085584501,3,2.25,7741,9,2300,8581
-122.157,47.4203,12.5061772379805,3,2.25,4252,7,2080,2275
-122.032,47.5739,13.3212142361495,4,2.25,35040,8,2910,21132
-122.298,47.559,13.1223633774043,3,2,5525,7,1760,5525
-122.032,47.6627,13.4800378216761,4,2.25,40635,8,2250,40635
-122.148,47.3658,12.4837043821285,3,1.5,14821,7,1760,15370
-122.317,47.6209,13.2176735572087,3,1.75,3200,8,1500,2400
-122.108,47.3724,12.7278382093345,3,2,9087,8,2090,8100
-122.302,47.4167,12.0435537160324,3,1,8710,6,1280,11805
-122.185,47.7321,12.9116423460887,4,2.5,9095,7,1940,8000
-122.114,47.7185,13.5606183083355,4,2.5,28563,10,2790,20301
-122.174,47.7223,12.9598444479066,3,2.25,7475,7,1700,7230
-122.133,47.5943,13.4772366993964,5,2.75,9242,8,2240,9316
-122.127,47.5968,13.2267233927286,5,2.5,8712,8,2490,8712
-121.995,47.5453,13.6047895266486,4,2.5,5608,9,3010,5608
-122.042,47.7237,14.0386541092785,4,3.75,41263,11,5600,56568
-122.405,47.6491,13.6158393628352,3,3.5,6150,8,2040,5381
-122.367,47.5389,12.9236685064924,3,2.5,1200,8,1690,1760
-122.21,47.6132,13.7483018082708,2,2.5,2067,9,2320,2067
-122.4,47.6981,13.3962000430341,4,1.75,7560,7,2170,8650
-122.157,47.5211,13.7101500423064,6,3.75,6105,9,3820,6368
-122.294,47.6919,13.7459460945784,5,3.25,7095,9,1670,7140
-122.184,47.5455,12.8764628389675,3,2,9000,8,2190,9000
-122.153,47.4979,12.9480099902596,4,2.5,9825,8,1650,9900
-122.157,47.6078,14.0778748224318,6,3.5,32670,10,2610,22651
-122.338,47.751,12.9360337992128,3,1.5,16800,8,1560,7276
-122.379,47.5038,12.7656884334656,3,1.75,9425,8,1670,8430
-122.401,47.6684,12.8346813049525,2,1,1820,7,1660,3056
-122.187,47.673,13.6646876682297,3,1.75,14135,8,3540,10318
-122.17,47.5491,13.1123130415508,4,2.25,8872,8,2220,9106
-122.288,47.3386,12.4292161968444,4,2.25,8400,7,1550,7920
-122.144,47.439,12.8076526325646,4,2.25,21312,8,2400,19210
-122.212,47.7163,13.1283454490819,3,2.75,6760,7,1540,7416
-122.172,47.4752,11.9183905730784,2,1,7200,6,1390,7200
-122.314,47.6684,13.0170028617465,4,1.75,1480,7,1420,2342
-122.289,47.2609,12.7798730684576,4,3,7213,8,2550,6800
-122.315,47.346,12.4090134895269,3,2,9333,7,1910,7701
-122.181,47.4053,12.4908755772311,3,2,7793,7,1720,7793
-122.167,47.4339,12.6081988523728,4,2.5,7575,7,1840,7650
-122.224,47.5318,13.7720810000369,4,2.25,11523,10,2850,11362
-122.211,47.7143,12.7454857261481,3,1,7250,7,1340,7302
-122.037,47.3646,12.6362303662287,3,2.25,7364,7,1975,9161
-121.858,47.5364,13.7509720368267,5,3.75,14599,10,3950,13591
-122.073,47.7591,13.3212142361495,3,3,45302,8,1260,14100
-122.386,47.5244,13.4870064909922,3,1.5,7080,8,2080,7200
-122.346,47.6515,13.3212142361495,4,2,2620,7,1330,2719
-122.193,47.7335,12.9819512236876,3,1.75,7965,7,1560,7350
-122.177,47.4291,13.3088429443469,2,2.5,47044,10,1860,62829
-122.269,47.5553,13.3163005443705,4,2.5,4000,8,2180,4000
-122.395,47.686,13.3212142361495,3,1,5750,7,1320,5625
-122.13,47.7582,13.6273721158488,4,2.5,35000,10,3720,35000
-122.338,47.329,12.2060226442801,3,1,8560,6,1120,8470
-122.049,47.3643,12.5913350463208,3,1.75,9362,7,1480,8125
-122.08,47.6647,13.5791551126778,4,2.5,6100,9,2890,5176
-121.972,47.5807,13.5886099577724,3,3.5,9473,10,3510,7833
-121.888,47.5369,13.1992318216609,5,3,5250,7,2460,5250
-122.311,47.3708,12.5600690052631,4,1.5,6778,7,1940,7531
-122.199,47.6888,13.5625519215709,4,1.5,10372,7,1900,8109
-122.24,47.7104,13.1711535415738,4,2.5,10070,7,2030,9964
-122.17,47.3311,12.6214880844915,3,2.5,4957,8,2400,6367
-122.033,47.6272,13.4898912150608,3,3.25,7650,9,2280,8515
-122.309,47.3699,11.8493977015914,3,1,7473,7,1320,7912
-122.309,47.3699,12.3673407931263,3,1,7473,7,1320,7912
-122.351,47.698,12.9945300058944,3,1,5500,7,1200,5701
-122.378,47.5765,13.312983737013,3,1.75,6000,7,1600,4000
-122.316,47.5625,12.8479265317026,2,1,4800,8,1380,4800
-122.35,47.5308,12.7713864545802,4,1,8890,7,1100,5203
-122.148,47.7559,12.9480099902596,4,2.25,12000,7,2500,10120
-122.41,47.647,13.9810249964418,4,2,7220,10,2530,6380
-122.208,47.6194,14.1375940571334,3,1.5,10572,8,3030,12752
-122.318,47.495,12.6115377536383,3,1.5,14750,6,1270,15100
-122.071,47.6624,13.9552725003394,4,3.25,49091,11,4800,42387
-122.383,47.5286,13.0247505485373,2,1.5,4189,7,1530,5608
-122.363,47.7735,13.0024530807318,3,2,7598,8,2220,7598
-122.325,47.737,12.7128902478986,2,1,8138,7,1300,8139
-122.017,47.591,13.3923905146174,3,2.5,4721,8,2250,4356
-122.302,47.6844,13.0710700830168,4,1,6000,7,1420,6180
-121.752,47.4711,12.8279923168018,3,1.75,12956,7,1630,15360
-122.288,47.5947,13.8643007221337,4,2.5,7200,8,3210,6825
-122.285,47.6743,13.1223633774043,3,1.75,4200,7,1580,5000
-122.242,47.5833,13.7101500423064,6,2.75,24773,9,2720,11740
-122.288,47.5427,12.6992433340574,3,1,7140,7,1390,2374
-121.981,47.7429,12.8739020181058,3,1.75,7123,7,1660,8128
-122.153,47.6214,13.0194465401974,2,1.5,1962,8,1510,2182
-122.389,47.5658,13.0280526979331,4,1,5800,7,1900,5800
-122.025,47.3432,13.3847276418718,4,2.5,46748,10,3350,39683
-122.311,47.6393,13.704578997257,3,2.5,7746,10,2480,5099
-122.238,47.5743,13.5923670066501,4,2.25,10664,7,2350,10140
-122.109,47.5623,13.4642068772152,4,2.25,12918,9,2550,11036
-122.216,47.2844,12.4290161768417,3,1.75,10454,7,1680,10183
-122.298,47.6694,13.1460799040216,2,2,3881,6,1370,5000
-122.063,47.4961,13.5670491986658,5,2.5,74052,8,2610,65775
-122.218,47.2621,12.7248664389453,3,2.25,11625,8,2290,8488
-122.26,47.504,12.5602444592508,3,2,6900,6,1350,7683
-122.277,47.3717,12.3453997107513,3,1.75,7224,7,1700,8447
-122.385,47.5718,13.4112946692565,4,3,4000,8,1660,4000
-121.78,47.4491,12.8426494746017,4,2.5,12236,7,1390,11360
-121.708,47.46,13.0258524770235,3,2.5,43733,8,1730,43548
-122.004,47.5928,13.194684038984,4,2.5,4630,7,2550,5151
-122.265,47.5387,12.9598444479066,3,1,4160,6,1590,5000
-122.184,47.3836,12.5776362019627,3,2,6600,7,2590,6600
-122.297,47.6099,12.764258840656,3,2,3600,7,1660,3600
-122.382,47.5554,12.8212582846204,3,2.75,1655,7,1520,3001
-122.281,47.703,13.2167640528258,3,1.75,8438,8,2040,9450
-122.376,47.5165,12.4090134895269,2,1,6322,6,740,6720
-122.023,47.3134,12.2452933586835,3,1.75,7200,7,1480,7200
-122.285,47.3627,12.4211840251471,4,2.25,8760,8,1970,8690
-122.087,47.351,13.3212142361495,4,3.25,37058,9,2800,35716
-122.33,47.7667,13.2176735572087,4,2.5,5116,8,1910,7210
-121.721,47.4881,13.5278284855125,3,2.75,206910,10,1580,120675
-122.229,47.4785,12.1652506510099,2,1.75,7380,6,1980,9600
-122.301,47.6248,12.0395279765473,2,1,4000,7,1700,4200
-122.302,47.6258,13.9978321147582,4,3.5,3850,10,2030,4000
-122.303,47.6325,13.6876771864544,2,1,6350,7,2640,6350
-122.333,47.7234,12.2548628096996,1,1,7129,6,1300,8075
-122.184,47.4676,12.1034860567551,3,1.5,9800,7,1600,8250
-122.057,47.6471,13.1993244185405,4,2,29078,9,2310,28353
-122.112,47.7455,13.1615840905576,3,1.75,35722,9,2600,34798
-122.222,47.4904,12.0867258878976,3,1.5,6000,7,1660,6000
-122.255,47.5119,12.9360337992128,3,1.75,5650,8,2350,6554
-122.201,47.7289,13.1123130415508,4,2.5,7200,7,1620,7275
-122.299,47.4838,12.6915804613119,3,2.25,9646,8,1580,9488
-122.161,47.6819,12.9945300058944,2,1.75,4903,7,1470,2735
-122.297,47.7626,12.9263484934784,3,1.75,9844,7,1840,10150
-122.269,47.5484,13.6047895266486,5,3.5,9600,9,2030,9600
-122.118,47.588,13.2388121900476,5,1.75,8996,7,1950,8270
-122.176,47.5984,13.6353067571413,4,2.5,12573,9,2900,10700
-122.168,47.7286,13.0170028617465,3,2.25,9969,8,1950,7974
-122.196,47.4328,12.3800259526536,3,2.5,2807,7,1460,1875
-122.287,47.3192,12.6081988523728,3,1,142803,7,1330,46609
-122.403,47.6446,13.2533916398107,2,1,6240,7,1250,6240
-122.154,47.3845,12.7367008965923,3,1.75,12626,8,3110,14592
-122.393,47.5803,13.0170028617465,2,1.75,2275,6,1380,3750
-122.345,47.4982,12.5163109036953,4,1.5,8786,7,1780,8664
-122.303,47.6956,13.1615840905576,4,2,6380,6,1600,6380
-122.133,47.4887,12.5600690052631,3,1,10723,7,1460,10723
-122.289,47.4577,12.4490188241406,2,1.5,9660,7,1990,9660
-122.299,47.4832,12.3523351525084,2,1,9488,7,1200,9488
-121.945,47.6331,12.9360337992128,1,2,204732,8,2330,213008
-122.285,47.3012,12.7068479334427,4,2.5,6000,7,2790,5231
-122.243,47.737,12.8076526325646,3,1.5,12240,7,2040,9326
-122.319,47.401,12.9598444479066,4,2,9188,7,1770,10419
-122.313,47.5525,12.8992198260901,4,1.75,6480,7,1610,5040
-122.392,47.3086,12.7218858108072,4,2.5,9701,9,2240,9410
-122.296,47.5943,12.7425660160447,3,3,1251,7,1780,7715
-122.303,47.6086,13.1021606700868,8,5,2580,8,1800,2580
-122.148,47.4757,12.7113830886081,4,1.75,14319,7,1440,10018
-122.084,47.645,13.774688563444,3,2.5,4102,8,2340,16994
-122.036,47.6506,13.4877006944217,4,2.5,35298,9,2620,35604
-122.38,47.5442,13.6291809797728,3,2.5,6550,8,1500,6550
-122.405,47.5797,13.404515186098,3,1.75,3600,7,1660,3600
-122.178,47.3578,12.3013828253345,4,2,10507,6,990,10507
-122.283,47.5536,12.7655455661177,5,2,4179,7,1350,5150
-122.345,47.6273,13.2176735572087,3,2,2159,7,1810,2159
-122.364,47.5588,12.8891694902366,3,1.75,5668,6,860,4800
-122.348,47.6638,13.3613802778748,4,1.5,4000,7,1470,1627
-122.352,47.7198,12.5879278879992,3,1,7650,7,1440,7650
-122.174,47.4654,12.7337553863626,3,2.25,10120,7,1820,7983
-122.179,47.3679,12.5602444592508,4,2.25,8734,7,1870,7212
-122.331,47.6684,13.5606183083355,6,2.75,5000,7,1470,5000
-122.212,47.3107,12.3194013308372,4,1.5,9289,7,1540,9918
-122.008,47.2043,12.0140037372813,3,1,8514,7,1210,8985
-122.271,47.5301,12.5245263766487,3,1.25,4500,7,1310,5000
-122.281,47.5572,13.0058295611484,5,3,5500,7,1400,5500
-122.099,47.771,13.1421660047005,3,2.25,38639,8,2900,37452
-122.244,47.5934,14.0225247273486,4,2.5,7000,9,2320,17511
-122.31,47.7674,12.8739020181058,3,1.5,13500,7,1540,11479
-122.259,47.7433,13.0389817684653,3,2.25,10450,8,2250,10450
-122.178,47.6001,13.4588356140255,3,1.75,14733,8,2620,14733
-122.244,47.7073,13.6810072646258,4,3.5,14406,10,3170,15181
-122.286,47.7635,13.0604879736862,3,2.25,9800,8,2420,10232
-122.175,47.697,12.8320110763967,3,1.75,9416,6,1440,9555
-122.45,47.4599,13.1421660047005,2,1.75,131115,7,2020,185565
-122.383,47.6713,13.054084536651,2,2.5,1181,8,1220,1189
-122.238,47.7386,13.263862939678,4,2.5,28405,8,2480,11429
-122.251,47.2804,12.1881123201532,3,2,7352,6,1120,7950
-122.073,47.709,13.6231386653168,4,2.5,18901,10,3330,18901
-122.161,47.7242,12.5461099483159,2,1,2600,7,1370,3488
-122.301,47.7114,12.6946526603488,3,2.5,1577,7,1550,1744
-121.927,47.3583,12.7367008965923,3,1.75,46580,7,1576,54685
-122.085,47.3473,12.9945300058944,5,1.75,36036,9,2680,44131
-122.047,47.5937,13.5264942624994,4,2.5,18199,9,2930,33976
-122.24,47.7269,12.7367008965923,4,1,8316,7,1490,8316
-122.393,47.5452,13.2374761845048,3,2,7000,7,1840,7000
-122.049,47.3605,12.5061772379805,3,2.25,7930,7,1530,7930
-122.311,47.619,13.3046849341983,2,1,3600,7,2250,4800
-122.087,47.3628,12.3009281765429,4,1.5,5427,6,1150,5304
-122.088,47.2662,13.3326243028875,3,1.75,360241,8,1890,209959
-122.236,47.7208,13.0583580474284,3,2.25,8446,8,1850,8437
-122.306,47.3058,12.3414772825364,3,1,56628,7,1768,8702
-122.316,47.6272,14.0545274584348,4,3,2646,9,2920,4500
-122.327,47.7443,12.8076526325646,3,1.5,8301,7,1640,8955
-122.271,47.3477,12.9692121979102,4,2.5,9301,9,2730,8688
-121.973,47.7353,13.2176735572087,4,2.5,6809,9,2820,7500
-122.365,47.4582,13.0236474044652,3,2.5,16300,7,1870,16300
-122.374,47.2966,12.1415341243926,3,1.5,7000,7,1180,7370
-122.352,47.7556,13.1625451670372,6,2.5,14350,7,1510,9840
-122.199,47.4212,12.6115377536383,3,1.75,12776,7,1680,11704
-122.299,47.69,13.5911162247484,4,3.25,5000,9,2520,6000
-122.039,47.3438,12.7308011744652,3,2.5,4948,8,2500,4993
-122.292,47.612,13.5923670066501,3,1,4400,8,1610,4180
-122.383,47.5275,12.7938593104323,2,2,3200,6,1350,4000
-122.378,47.7735,13.0001957434301,6,2.5,10490,7,2290,8716
-122.023,47.2313,13.4588356140255,4,1,1651359,6,2560,425581
-122.22,47.5562,13.6291809797728,5,3,9601,9,3180,12390
-122.228,47.7574,12.7949698047163,3,2.5,11592,8,1700,8850
-122.177,47.5407,12.7512996960135,3,1,9339,7,1310,9350
-122.098,47.4774,12.6115377536383,3,1.75,51836,7,1320,51400
-122.185,47.5233,12.7656884334656,3,1,10800,7,1810,10800
-122.049,47.3708,12.8158382171511,4,2,36900,7,1960,36900
-122.369,47.3129,12.4837043821285,3,1.75,7482,8,2000,7500
-122.055,47.3689,12.9831013100708,3,2,16677,9,2660,11355
-122.223,47.4819,12.2060726455302,3,1.5,15837,6,2190,8549
-122.398,47.6848,13.3374747570213,5,2.5,3832,8,2000,5289
-122.222,47.5774,14.3343043513794,5,4.25,11466,10,2180,11017
-122.321,47.5283,12.7278382093345,3,1.75,6000,7,1030,6000
-122,47.5816,13.2076232213552,4,2.5,10414,7,1960,10240
-122.399,47.5832,12.4371843664936,1,1,1638,6,1010,3621
-122.348,47.535,13.0058295611484,4,2.5,3784,8,1730,4000
-122.07,47.4617,12.8466098758178,3,2.25,14196,7,1550,13860
-122.234,47.3084,12.1545161586158,4,2,4225,6,1060,4800
-122.307,47.609,13.0583580474284,3,1,4250,6,2130,5120
-122.062,47.7201,13.3046849341983,5,2.75,53898,7,3210,216928
-122.12,47.5151,13.5734389967645,3,2.5,33981,9,3720,35230
-122.124,47.3747,12.8266491332553,4,2.75,8967,8,2390,7852
-122.179,47.4797,13.0058295611484,5,3,7180,7,2160,4793
-122.014,47.4724,13.1382367265606,4,2.25,53392,8,3230,43129
-122.332,47.6845,13.5670491986658,5,1.5,4800,8,1750,4800
-122.145,47.753,13.2013593836308,4,2.25,9800,9,2440,11000
-121.995,47.5449,13.4994290109908,4,2.5,5608,9,3010,5608
-121.984,47.2207,12.8916915596693,3,2,134489,7,1700,63823
-122.394,47.5655,13.0204524605885,2,1,4520,6,1420,4560
-122.3,47.7341,12.6115377536383,2,1,8153,6,1160,8199
-122.16,47.5124,12.9384405392434,3,2.5,11542,7,1790,9131
-122.323,47.6698,13.1021606700868,2,1,3060,6,1510,3780
-122.385,47.5122,13.0815413828841,6,3.75,5054,7,1530,5320
-122.4,47.6518,12.8158382171511,2,2,1662,7,1780,2343
-122.097,47.5533,13.8547312711176,3,2.5,10615,12,3860,11576
-122.365,47.4922,13.2085410736454,3,2.5,9000,8,2120,9500
-122.032,47.5678,13.6529916284665,5,2.75,15119,10,3430,12045
-122.193,47.473,13.2176735572087,4,3.5,4750,10,3310,5655
-122.032,47.6216,13.3046849341983,3,2.25,9314,9,2240,9314
-122.29,47.7657,13.1900220258781,4,2.5,12138,8,2390,10052
-122.272,47.5487,13.3046015973925,3,2.5,4975,8,1840,6653
-122.3,47.5593,13.1825173002241,5,2.75,5022,8,2510,5182
-122.168,47.5424,13.1806322855283,4,2.25,7665,8,1960,7903
-122.226,47.5784,13.3002183069878,4,4,8250,10,2230,10000
-122.1,47.7673,13.5985975564007,4,2.5,33460,9,2820,35250
-122.146,47.4568,12.8739020181058,4,1.75,8364,8,2180,9630
-122.346,47.6637,13.0965326173698,4,2,3250,7,1620,3250
-122.297,47.7654,12.614865543731,3,1.5,8414,7,1750,8414
-122.355,47.6416,13.9810249964418,5,2.75,5618,8,2740,4000
-122.226,47.4977,12.6081988523728,4,2.5,3000,7,1170,6000
-122.351,47.5305,12.8992198260901,4,2.5,3904,7,1120,4000
-122.183,47.7368,13.0551546277109,4,2.5,7210,7,2070,7560
-122.368,47.2939,12.6280670555895,4,2.5,9103,8,2260,8090
-121.912,47.7534,12.2548628096996,3,1,306848,5,1800,128066
-121.912,47.6453,12.6115377536383,3,1,10168,6,1180,10318
-122.123,47.4464,12.6992433340574,3,2.25,8755,8,1910,8710
-122.203,47.3996,12.502466658584,3,2,7136,7,1210,5765
-122.2,47.652,13.79019275,4,3.25,17533,9,3340,12798
-122.355,47.7115,12.7798730684576,3,1,5400,7,1429,5400
-122.341,47.651,13.4758331903941,3,1,4620,7,1900,4400
-122.132,47.7319,13.6910804795861,4,2.5,41656,10,3900,35104
-122.013,47.3069,12.1547793511426,2,1,12252,6,1010,11876
-122.361,47.7768,13.0013250490273,3,1.75,8028,7,1530,8028
-122.059,47.6367,13.7321289490252,4,3,11025,10,2930,12835
-122.378,47.3045,12.5602444592508,4,2.25,8250,7,2050,7875
-122.38,47.5347,13.7112605365905,4,3.25,4080,7,1370,4080
-122.393,47.6592,13.222208712374,3,1.75,5775,7,1360,4400
-122.356,47.5133,12.4529327234617,2,1,5000,6,1220,5000
-122.314,47.7535,12.7396377562657,3,1.5,7119,7,1590,7616
-122.167,47.4332,12.5389670608035,4,2.25,8941,7,1890,7946
-122.159,47.5567,13.438632906708,4,2.25,10650,8,3380,10050
-121.903,47.3221,12.3238556811866,2,1,11867,6,820,11867
-122.265,47.2853,12.2807161885259,2,1.75,15600,6,1510,17818
-122.358,47.6453,13.7642172635767,4,3,4800,7,1090,3800
-121.946,47.6214,13.1283454490819,4,2.5,156988,9,2940,71002
-122.137,47.6654,13.5670491986658,3,2.5,7567,9,2610,8458
-122.266,47.495,12.2643415536542,4,2,7500,6,1670,14350
-122.359,47.7066,13.2707833825226,4,2.75,6703,7,2060,7500
-122.305,47.5726,13.0497926845695,4,2.5,3141,7,1660,3175
-122.25,47.2845,12.2356314477717,4,2,7560,7,1750,7988
-122.11,47.5613,13.3293775467887,3,2.5,10171,9,2440,13390
-122.28,47.5563,13.159659162148,4,1,6305,6,1590,4816
-122.15,47.5208,13.9465388203707,4,3.25,11444,11,3720,11431
-122.145,47.4324,12.7068479334427,5,2.5,3839,7,2180,4800
-122.235,47.4961,12.3883942023241,4,1.5,7973,8,2020,8840
-122.012,47.5644,13.2603846753017,3,2,7000,9,2110,7000
-122.158,47.3065,13.7429398651294,4,4.25,24663,11,4060,23847
-122.002,47.6749,13.6529916284665,4,3,183823,8,2140,173804
-122.213,47.7148,12.9360337992128,3,1.5,7275,7,1420,7330
-122.337,47.7076,13.0815413828841,3,2.5,9005,7,1520,9005
-122.275,47.4407,12.6115377536383,5,1,8875,7,1380,8875
-122.167,47.764,12.9922546920573,4,2.25,9503,8,1950,9600
-122.237,47.7507,13.0170028617465,3,1,36831,7,1800,15640
-121.956,47.6042,13.2861814626337,3,2.5,206480,8,2660,206736
-121.997,47.5459,13.0752717698705,3,2.25,3000,7,1630,3023
-122.287,47.6955,13.2836315250005,4,2.25,6120,8,1780,6120
-122.314,47.6255,14.0931422945626,4,2.25,6105,10,3180,6029
-122.225,47.6292,14.1731850022361,4,2.5,27589,10,3390,20075
-122.064,47.612,13.4588356140255,4,2.25,15000,9,2670,15030
-122.342,47.7477,12.5245263766487,2,1,6552,6,1070,7200
-122.075,47.7563,12.814478597635,3,1,11783,7,1320,10541
-121.958,47.7235,13.0241991286171,4,2.5,6300,7,2300,6300
-122.392,47.5333,13.3162840700416,5,1.75,5428,8,1820,5900
-122.232,47.4979,12.4490188241406,4,2,8960,7,2430,8960
-122.373,47.6831,13.124361380067,2,2,2500,7,1160,5000
-122.393,47.5784,13.0170028617465,3,1,4650,7,1480,4750
-122.208,47.4522,12.7938593104323,3,2.25,8000,8,2170,8000
-122.384,47.5654,13.0389817684653,4,1.75,3050,7,1570,6100
-122.281,47.6738,13.531820506782,3,1.75,8290,7,1880,7670
-122.386,47.5294,12.8737738047586,2,1,4234,6,1550,4236
-122.361,47.681,13.0583580474284,2,1,4400,7,1400,4200
-122.387,47.5071,13.2176735572087,4,1.75,5688,9,2320,11107
-122.349,47.7172,13.2445810101286,5,3.5,11675,6,2160,8114
-122.318,47.4136,12.152935547117,2,1.75,7600,6,1230,7350
-122.37,47.6499,14.2407782933686,4,3.25,5131,11,2550,5174
-122.044,47.3651,12.4684369099977,3,1.75,8000,7,1690,8000
-122.313,47.3945,12.4008167223227,3,1.75,12000,7,1840,12000
-122.157,47.5671,13.9108207377686,4,2.5,13800,9,3460,9875
-122.152,47.2761,12.4252081754468,3,1.5,7200,7,1580,7470
-122.384,47.506,13.4870064909922,2,1,7200,7,2020,7200
-122.102,47.5526,13.7156902226821,4,2.5,9557,10,3360,9755
